Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1224.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-02
1225.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-30
1226.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-29
1227.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-28
1228.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-04-27
1229.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-04-26
1230.0,Agra,Jagnair,Potato,Desi,FAQ,950.0,1050.0,1000.0,2020-04-25
1231.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-24
1232.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-23
1233.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-22
1234.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1450.0,1425.0,2020-04-21
1235.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-20
1236.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-18
1237.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-17
1238.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-16
1239.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-15
1240.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-14
1241.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-12
1242.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-11
1243.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-10
1244.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-09
1245.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1400.0,1300.0,2020-04-08
1246.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-07
1247.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-06
1248.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-05
1249.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-04
1250.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-04-03
1251.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-04-02
1252.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-04-01
1253.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-03-31
1254.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-03-30
1255.0,Agra,Jagnair,Potato,Desi,FAQ,1050.0,1150.0,1100.0,2020-03-29
1256.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-28
1257.0,Agra,Jagnair,Potato,Desi,FAQ,950.0,1000.0,975.0,2020-03-27
1258.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-26
1259.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-25
1260.0,Agra,Jagnair,Potato,Desi,FAQ,950.0,1050.0,1000.0,2020-03-21
1261.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-20
1262.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1060.0,1030.0,2020-03-19
1263.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-18
1264.0,Agra,Jagnair,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-17
1265.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-16
1266.0,Agra,Jagnair,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-15
1267.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-13
1268.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-12
1269.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-11
1270.0,Agra,Jagnair,Potato,Desi,FAQ,860.0,940.0,900.0,2020-03-09
1271.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-07
1272.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-06
1273.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,1000.0,900.0,2020-03-05
1274.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-04
1275.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-03
1276.0,Agra,Jagnair,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-02
1277.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-29
1278.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1080.0,1040.0,2020-02-28
1279.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-27
1280.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-26
1281.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1180.0,1140.0,2020-02-22
1282.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1180.0,1140.0,2020-02-21
1283.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1180.0,1140.0,2020-02-20
1284.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1180.0,1140.0,2020-02-19
1285.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-02-18
1286.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-02-17
1287.0,Agra,Jagnair,Potato,Desi,FAQ,1120.0,1200.0,1180.0,2020-02-15
1288.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1140.0,1120.0,2020-02-14
1289.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-02-13
1290.0,Agra,Jagnair,Potato,Desi,FAQ,1050.0,1100.0,1075.0,2020-02-12
1291.0,Agra,Jagnair,Potato,Desi,FAQ,950.0,1050.0,1000.0,2020-02-11
1292.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-10
1293.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1080.0,1040.0,2020-02-09
1294.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1080.0,1040.0,2020-02-08
1295.0,Agra,Jagnair,Potato,Desi,FAQ,1100.0,1150.0,1125.0,2020-02-07
1296.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1080.0,1040.0,2020-02-06
1297.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1050.0,1025.0,2020-02-05
1298.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-04
1299.0,Agra,Jagnair,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-03
1300.0,Agra,Jagnair,Potato,Desi,FAQ,1180.0,1260.0,1220.0,2020-02-01
1301.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1250.0,1225.0,2020-01-31
1302.0,Agra,Jagnair,Potato,Desi,FAQ,1120.0,1200.0,1160.0,2020-01-30
1303.0,Agra,Jagnair,Potato,Desi,FAQ,1150.0,1210.0,1180.0,2020-01-29
1304.0,Agra,Jagnair,Potato,Desi,FAQ,1220.0,1280.0,1250.0,2020-01-28
1305.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1250.0,1225.0,2020-01-27
1306.0,Agra,Jagnair,Potato,Desi,FAQ,1150.0,1250.0,1200.0,2020-01-25
1307.0,Agra,Jagnair,Potato,Desi,FAQ,1180.0,1220.0,1200.0,2020-01-24
1308.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-23
1309.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1260.0,1230.0,2020-01-22
1310.0,Agra,Jagnair,Potato,Desi,FAQ,1150.0,1250.0,1200.0,2020-01-21
1311.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1260.0,1230.0,2020-01-18
1312.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1240.0,1220.0,2020-01-17
1313.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-16
1314.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1260.0,1230.0,2020-01-15
1315.0,Agra,Jagnair,Potato,Desi,FAQ,1180.0,1340.0,1260.0,2020-01-14
1316.0,Agra,Jagnair,Potato,Desi,FAQ,1150.0,1250.0,1200.0,2020-01-13
1317.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-11
1318.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-10
1319.0,Agra,Jagnair,Potato,Desi,FAQ,1220.0,1340.0,1280.0,2020-01-09
1320.0,Agra,Jagnair,Potato,Desi,FAQ,1240.0,1320.0,1280.0,2020-01-08
1321.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-06
1322.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-01-05
1323.0,Agra,Jagnair,Potato,Desi,FAQ,1220.0,1280.0,1250.0,2020-01-04
1324.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1300.0,1275.0,2020-01-03
1325.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1400.0,1300.0,2020-01-02
1326.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-01-01
1327.0,Agra,Jarar,Potato,Desi,FAQ,2550.0,2750.0,2650.0,2020-10-30
1328.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-30
1329.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-29
1330.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-27
1331.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-26
1332.0,Agra,Jarar,Potato,Desi,FAQ,1110.0,1200.0,1150.0,2020-06-25
1333.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-24
1334.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-22
1335.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-20
1336.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1190.0,1140.0,2020-06-19
1337.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-18
1338.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-17
1339.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-16
1340.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-15
1341.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-13
1342.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-12
1343.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1250.0,1220.0,2020-06-11
1344.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-10
1345.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-08
1346.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-07
1347.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-05
1348.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-04
1349.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-03
1350.0,Agra,Jarar,Potato,Desi,FAQ,1110.0,1200.0,1150.0,2020-06-02
1351.0,Agra,Jarar,Potato,Desi,FAQ,1120.0,1200.0,1160.0,2020-06-01
1352.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-31
1353.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-29
1354.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-27
1355.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-26
1356.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-25
1357.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-24
1358.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-22
1359.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-20
1360.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-19
1361.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-18
1362.0,Agra,Jarar,Potato,Desi,FAQ,1400.0,1450.0,1420.0,2020-05-17
1363.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-15
1364.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-14
1365.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1300.0,1200.0,2020-05-13
1366.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1400.0,1300.0,2020-05-12
1367.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-11
1368.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-10
1369.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-08
1370.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-07
1371.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-06
1372.0,Agra,Jarar,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-05-05
1373.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-05-04
1374.0,Agra,Jarar,Potato,Desi,FAQ,1310.0,1400.0,1360.0,2020-05-03
1375.0,Agra,Jarar,Potato,Desi,FAQ,1310.0,1400.0,1350.0,2020-05-01
1376.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-30
1377.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-29
1378.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-28
1379.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-27
1380.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-26
1381.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-24
1382.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-23
1383.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-22
1384.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-21
1385.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-20
1386.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-19
1387.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-17
1388.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-16
1389.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-15
1390.0,Agra,Jarar,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-04-14
1391.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-04-13
1392.0,Agra,Jarar,Potato,Desi,FAQ,820.0,920.0,870.0,2020-04-12
1393.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-04-10
1394.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-04-09
1395.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-04-08
1396.0,Agra,Jarar,Potato,Desi,FAQ,810.0,910.0,860.0,2020-04-07
1397.0,Agra,Jarar,Potato,Desi,FAQ,810.0,910.0,860.0,2020-04-06
1398.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-04-05
1399.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-04-03
1400.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-04-02
1401.0,Agra,Jarar,Potato,Desi,FAQ,1150.0,1200.0,1180.0,2020-04-01
1402.0,Agra,Jarar,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-03-31
1403.0,Agra,Jarar,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-30
1404.0,Agra,Jarar,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-29
1405.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-20
1406.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-19
1407.0,Agra,Jarar,Potato,Desi,FAQ,800.0,880.0,840.0,2020-03-18
1408.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-17
1409.0,Agra,Jarar,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-16
1410.0,Agra,Jarar,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-15
1411.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-13
1412.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-12
1413.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-11
1414.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-10
1415.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-09
1416.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-08
1417.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-06
1418.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-05
1419.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-04
1420.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-03
1421.0,Agra,Jarar,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-02
1422.0,Agra,Jarar,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-01
1423.0,Agra,Jarar,Potato,Desi,FAQ,700.0,780.0,740.0,2020-02-28
1424.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-27
1425.0,Agra,Jarar,Potato,Desi,FAQ,700.0,780.0,740.0,2020-02-26
1426.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-25
1427.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-24
1428.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-23
1429.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-21
1430.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-20
1431.0,Agra,Jarar,Potato,Desi,FAQ,650.0,730.0,690.0,2020-02-19
1432.0,Agra,Jarar,Potato,Desi,FAQ,650.0,730.0,700.0,2020-02-18
1433.0,Agra,Jarar,Potato,Desi,FAQ,640.0,720.0,680.0,2020-02-17
1434.0,Agra,Jarar,Potato,Desi,FAQ,640.0,740.0,690.0,2020-02-16
1435.0,Agra,Jarar,Potato,Desi,FAQ,680.0,760.0,720.0,2020-02-14
1436.0,Agra,Jarar,Potato,Desi,FAQ,670.0,770.0,720.0,2020-02-13
1437.0,Agra,Jarar,Potato,Desi,FAQ,710.0,800.0,750.0,2020-02-12
1438.0,Agra,Jarar,Potato,Desi,FAQ,710.0,810.0,760.0,2020-02-11
1439.0,Agra,Jarar,Potato,Desi,FAQ,700.0,800.0,750.0,2020-02-10
1440.0,Agra,Jarar,Potato,Desi,FAQ,680.0,780.0,730.0,2020-02-09
1441.0,Agra,Jarar,Potato,Desi,FAQ,670.0,770.0,720.0,2020-02-07
1442.0,Agra,Jarar,Potato,Desi,FAQ,680.0,770.0,720.0,2020-02-06
1443.0,Agra,Jarar,Potato,Desi,FAQ,720.0,820.0,770.0,2020-02-05
1444.0,Agra,Jarar,Potato,Desi,FAQ,720.0,820.0,770.0,2020-02-04
1445.0,Agra,Jarar,Potato,Desi,FAQ,600.0,700.0,650.0,2020-02-03
1446.0,Agra,Jarar,Potato,Desi,FAQ,600.0,700.0,650.0,2020-02-02
1447.0,Agra,Jarar,Potato,Desi,FAQ,760.0,840.0,800.0,2020-01-31
1448.0,Agra,Jarar,Potato,Desi,FAQ,760.0,840.0,800.0,2020-01-30
1449.0,Agra,Jarar,Potato,Desi,FAQ,760.0,860.0,810.0,2020-01-29
1450.0,Agra,Jarar,Potato,Desi,FAQ,760.0,840.0,800.0,2020-01-28
1451.0,Agra,Jarar,Potato,Desi,FAQ,760.0,860.0,810.0,2020-01-27
1452.0,Agra,Jarar,Potato,Desi,FAQ,760.0,860.0,810.0,2020-01-26
1453.0,Agra,Jarar,Potato,Desi,FAQ,850.0,950.0,900.0,2020-01-24
1454.0,Agra,Jarar,Potato,Desi,FAQ,1000.0,1200.0,1100.0,2020-01-23
1455.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-22
1456.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-21
1457.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-20
1458.0,Agra,Jarar,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-19
1459.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-17
1460.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-16
1461.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-15
1462.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-14
1463.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-13
1464.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-12
1465.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-10
1466.0,Agra,Jarar,Potato,Desi,FAQ,1180.0,1250.0,1200.0,2020-01-09
1467.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-07
1468.0,Agra,Jarar,Potato,Desi,FAQ,1180.0,1250.0,1200.0,2020-01-06
1469.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-05
1470.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1280.0,1240.0,2020-01-03
1471.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-02
1472.0,Agra,Jarar,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-01
1473.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-12-31
1474.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-12-30
1475.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-29
1476.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-28
1477.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-27
1478.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-26
1479.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-25
1480.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-24
1481.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-23
1482.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-12-22
1483.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-12-21
1484.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-20
1485.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-19
1486.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-18
1487.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-17
1488.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-16
1489.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-14
1490.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-13
1491.0,Agra,Khairagarh,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-12-12
1492.0,Agra,Khairagarh,Potato,Desi,FAQ,1600.0,1800.0,1700.0,2020-12-11
1493.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-10
1494.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-09
1495.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-08
1496.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-07
1497.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-06
1498.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-05
1499.0,Agra,Khairagarh,Potato,Desi,FAQ,1900.0,2000.0,1950.0,2020-12-04
1500.0,Agra,Khairagarh,Potato,Desi,FAQ,2700.0,2900.0,2800.0,2020-12-03
1501.0,Agra,Khairagarh,Potato,Desi,FAQ,2800.0,2900.0,2850.0,2020-12-02
1502.0,Agra,Khairagarh,Potato,Desi,FAQ,2900.0,3000.0,2950.0,2020-12-01
1503.0,Agra,Khairagarh,Potato,Desi,FAQ,2800.0,3000.0,2900.0,2020-11-30
1504.0,Agra,Khairagarh,Potato,Desi,FAQ,2800.0,3000.0,2900.0,2020-11-29
1505.0,Agra,Khairagarh,Potato,Desi,FAQ,2800.0,3000.0,2900.0,2020-11-24
1506.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-07-07
1507.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-07-06
